,accountId,id,name,profileIconId,puuid,revisionDate,status.message,status.status_code,summonerLevel,leaguePoints,rank,wins,losses
60,9qklf6kZHwpKDLTeczT1WGNXOKoAJ2Gu8cneYtY3hSpyLvbezpZrm7NC,6sk6yxOu4088B7m2u2Pnoe7OdglVNAsjj99kKwN1v6gKk2M,수영장파티려창동,29.0,U1NDsIlhERAQVsVho-Nn93JZqIhl6DR0I016pGiYeOWFCZDrSloDXCkraO-VxQkbxFsa5ai2vCELbQ,1585009912000.0,,,39.0,896,I,81,40
61,F23ggf384dqSm_YjnKOXZ6AzT9AIuXnBae39fTdobe-8k7dHMULcr139,H5upZv7VdqopzqhvJWsAyMPm4KiuqCH7PMBlc4QLW4UUQY4,KzvBxc,29.0,RZ6w4YsZtOXEY1IJkei06bI6cYDl6VjlSWv9ycueafcqyslXUt6gVSZYuGUShj-c4NJOIsm_Lgarpw,1585273681000.0,,,62.0,887,I,189,142
62,U2bQNAFp67-yvZQbdvHaIHdzIES8mpaYPml1patvMfp2x0o,9thQTvrdO5pQ7vZ9TmcCOYLDVAjloMtOfJGm3cEpKWEdYKw,Kingen,4474.0,B_99Sa20Va4VasUW_nb9o1_rAQe_QyNpEY8zLNTjBHKKW_qKWP5TUOXXG5ezqbT-e-EP0WDLhtJVPQ,1581602672000.0,,,393.0,884,I,346,311
63,HyWyq44753qK0mVR7pMRTM9uyPw-yFW4Q0J-_H-uK-g4Gcg,yp161RWGZz1tIsrneqXsY5dxv2paShNLo-ajtf6gbMEFakM,쭌 베,3150.0,v27539a1P2RgL3whbWUunjzF3ZhouRYy-6ePi_9SjQDz7LUz4PtRrGRjxaNk5xUYbvDTdnS1cEbthQ,1585116060000.0,,,315.0,874,I,153,120
64,JMvYNBltKqodbowF-przG6hYYx4xjEebAlNpjnVxedJvc3YtpGl4-p08,41foCgS8tN9qwcFvXfKDba48aULtpourP2foWMCreNRC4C4,zhong men dui ju,29.0,DU2ugeLtYT1uyTzNqgVjzYavIBJ9DkVlGqYs_pnrvFzrKyZRGEULHMPC2btLiEwNXT6ObYZV5Nc2CA,1584521169000.0,,,51.0,870,I,174,124
65,wYB3HC7V42HE9JivVmLQcXMA9iPXO14l3tIgjij9uQwEDVI,-unzsqFFZnj9IxzjEWQSsvzNJaxypr7wVu96IR3WOXP5AhM,T1 Kuri,4353.0,YJlqM98MdBAvRoZi6_gUKB08qJJNpJUkGFPQrM-zhoPnltUVeau9Rd7hf_S-PDvrVHRZk1YJODt_dg,1585017688000.0,,,434.0,869,I,321,283
66,TedPpyG9Br_Z08UG7fhSI_wuYgCZecSivABtp-ZWIj4TRE5BoK-cDHI0,39VqcsqSYlo-QA8ZH2J-jZDhV92KuxrKYUGBP6bsu4Mw0Sc,울부짖는마오카이,23.0,tuXgwv2F1g4fu-POUjKWOV8QQjEd1TxSz5lRGpuz2-QCXlIs8KY7A5DGCqxRhZxDELyZd1eQ3G6tlQ,1585201134000.0,,,144.0,864,I,264,223
67,-NuFZWsv_q7lkoqKmrh5F0gIbdCxz5dG_q0032KGViR_c9U,j1AhkQCOXiGk-V0BFyGIeqVj51nCpt_9Rfk1dueQ20BKBOU,DRX Deft,20.0,5WQZlhGmSJpWy-oovjorG7N2Gem_dh60qaNzMLBj-7Hh68qG3R5uzw-2X3KmDpmx5Yb6Z3t1XmNPbA,1585009016000.0,,,289.0,860,I,185,155
68,yUguBV6urNQr51PmfCbTdM5kuO3ICxHDWsPUKlTkMfI,72m_CjTP4LdQQtk7wyBG_IL39csGweUW2qnPrx9FQS7SHzQ,yezouhua,4491.0,luvl-gKqMAHu_OBkD25FUhq-sN7r_IPN4Xp9ayuBULIJUy5Rnl5h_qjwaBPFQkFU6xbKBYY4gNwynw,1585122280000.0,,,153.0,857,I,151,114
69,l_DTL5eOt0viSQ5bpj-UKB94suHyYLdFgiReb8QnndLSuJY1tR-4s8u4,JKzEhOzTjaSXm1Y_DBg0oBdAyyqJC5Sb6ojaj7BSJ5Mytzk,Yunqi,29.0,GXjYYFkwPc_MEZn_ObYugdXMnc4sciw6E2WOpuKwtIHvCar_cGKN_fU2JgllRZ6-IOGH1ug-AL121A,1584696711000.0,,,59.0,855,I,172,135
70,AiwXdQE0aVxpx9UvxDqBwA6W1BDZXoEeq4UEtv-Mggfxma8,wr60XfCzN-ak1X-eYoErM1e5WXXhzj4DAZso-ZVqfy7-YcA,간다라쿤다,1.0,WWVuatD--nSKAQtVo0H_9vOJtWwVp69gVwtp77AgrsVSsoup5cU08ib1--M2MqvMI0hgWsXYyk4pYA,1584345239000.0,,,352.0,852,I,317,277
71,uJwXMeGypuKPxbu97t4keDPR04x-TdCwf9HJvcUcXZH3hfVPWTFTYuXH,eE41p66geH1qGsQbLnumPQgcUl0OhqKMt0--1MmqeZqVUNM,i s lonely,750.0,rd9q4weMBASaUbEid59ns58yHCkGd5XWQu1KY5dutjE7qs62KTq8QuV_ilfigitn9ICRr4yRhn0_Kw,1585010424000.0,,,43.0,849,I,108,71
72,5Dvgksqt4j2ntqiMGDFs0tMlJVmJWsvpaGUd3x71nKZitFE,VFDeeiuBg1EQn37k23zI0zMqfUuzYoVbf8y5f4ffJOLOY1w,Gen G gyuvee,3840.0,ecPPiv1984ax2QfKcBAhDO2BPp4b5JuIXgq-9v7SruUSXg1AuoH5VzsS2YFmQFdka6fxWCDnvzsYGQ,1584871699000.0,,,409.0,848,I,395,357
73,Mo4ueWzZ-02R8Nn4UMqpk15Rp1yboxi0uYam2kyTyEZGRu4,z6aZ4KiKU7AtPnkMNb-q3PNVu6dhf7egh0rI6LmxBW9dQJI,DRX Keria,7.0,Oyi9E-Yt7JiVzrOjNR1j-yP1ybPNCX0EfY6HQ1TLVjNZDn88f9ZVQ1M7aMmcw4WEynUKNqnQXbQ9fQ,1585128874000.0,,,415.0,843,I,198,166
74,JpBsef4xsPaWncKm7eZolLvrEDomP6sf6g0LHMM2yo_ESLY,RD7o-HXJPJEELzG8S72meIDmX4nYZ1yW5VeYikKaK_S7CnA,Mei Tian Kun,982.0,U5Rm8ZDGcd_xdc-TvNKpAABQAKQMGU22f-g6jpCRG8q4dGZuoGx9bsiWy1aQ9BmXCBz1Qz12MJvL6w,1584849636000.0,,,288.0,843,I,133,166
75,qUpUWUm9O3vnub4SpAiSDNBBA8P7EgN9zCfhRIFl2bRclBA,I8RZw-DJt2yyJhEM_4UxMgxbaqDji5UQKMPY3vC8CQxX_fc,Aprox,4379.0,Nr19ZMWOyj64FXtzxJ1_E8boC1X4GO3wyenlCBLvyC8Oq6kCF8Rii4oGTx9zRgteDBN0BBr2cldXjw,1584737529000.0,,,79.0,839,I,99,65
76,4CCqK4ETs84odzk4YfwSrCur00DZSrN_hza0MuNxd2BK-KAeFhoCfiQO,2FWyywydLyjj2CpqS1Ct-WLjg0bpW3UqmgwFIuQcEqon_QM,yulinshitiankong,23.0,1s2BcBin8CxsRvrDq8i3SoRcatNiYPP-FPsNHJNHYUb-r4cg9PU334gljWfzz8Gtiko4F2Oc6YWTqw,1585014834000.0,,,87.0,833,I,100,48
77,C5kaawNjDdMLodFtogGCPSkSKElEs39imb80iTvjfWWfy9k,exNXyACl33qZjrQ5F9jsvojM3AHK8BhYFGmOtdCPM3IDBG4,불질러,1458.0,urmJxvsivYF50e08nJrRHXvzdYRvnTW-xDTzGpBp6gGJ9cA8SYz5KoV0eLsfqMbZl-tjvsLbxKbfmg,1585201816000.0,,,257.0,830,I,144,130
78,6K8m_ynxEtKDTduCcLGi6ir6T41AwYeT5BtPZygcPVD6zok,0B21cSDhS1ZA4a_Vl5MOZfXOSSMu5cryoBSuLTcpL8y-GWg,칼과 창 방패,3495.0,kbg-OkKjPOL7jckwTPKJtPNvZtAX1VfuAyIf35TqAHL15-Ru7iyNRbm9UJZ0NH0zCl9vSlFVTb9p6A,1585133088000.0,,,331.0,827,I,149,138
79,m9fVJWuIt6czZ7j8XG2rSntWw2bT07fP0neRzX26yrDj,fkZnxUJik2RY0FKMZOkilpp9AHLXORHdUTbroaYMHmniPg,사스갓지지,7.0,wFTgfQgurXOZeF-wO2aqE050FeLO4Ma--KpQwKcRY2s487Wpkylhuks7Vzkfrm64iQtje9Knnp2xnQ,1585011856000.0,,,260.0,824,I,65,66
80,-fIO9kid9UOaNLEIO9cFp7gm3niBuwGIcehMskHoDuXpV8ufxuB9toXV,lPlTICvuusxA5K7H55B0XTNO89KCPMxjQy49YW1gee7UFm8,SRB Harp,4353.0,XgjiYTOyUeNOTkPdO_LXxcZK86bENVkmrDiR0WydxVnxgECrBfXMGh1YGi16EExJ2eBcoWvfC64TtQ,1584076653000.0,,,189.0,823,I,195,160
81,Rcj1IixTOJoqgyZYunHkXL1lqZua5e1xehMOsllhRNE_,qvq9V6ZlwujH3GfjFJ0Etz8jvdLsGdw3h5Jfuy_4kp0jYA,Heart,1581.0,lLoQj2pgvyFYXj68sb17FkzJ7AdP9puSjBFfvfkV_Yff_hdgR3ADXPvW39j6BnoFKVy39I4lGv9NrQ,1584095554000.0,,,257.0,821,I,174,143
82,5UgKVAK2r9npszXCUZdYSQSvKlHKEDyW3-fKNY25dbcjDmz0gI9HXP50,ALq1pF9HxA77GEh5fUlWVUpYVJ7Kgj5EBmFILNjsUD4kERw,hhjy,4491.0,CHN626bXNYPG3R1BMbdSI4HyHpoe-FOIeM9uxhyHGbXMpH3MJByNAPKr5XU9dogYD4XB9_NgkvJSvw,1584935080000.0,,,95.0,821,I,129,94
83,W5fgAOoXiOMXahutBMxaydw1bjQ_e8jg9PNBMZvyzk4ZjtU,1bIlf_KBahHmDlJZKIFmnYSZ9fccDORuO5T9Q58Vwaabc7o,Zenit,552.0,g28O1jOtYqnNENFg6GroYmeZ62Dl5jKIAVwjOxHk0sYls4bilW_SIjfaTy2EK2t61fHaMvM5i6ylCA,1584100933000.0,,,232.0,820,I,239,204
84,H8suuLhqzRTfYN9WIeS-QqYaZev4wQVXZb7utT16WSFLRACFa0SkEuJ5,3J75oWgZ0ROF6TyV4hdzbfBgdA3LB_IXzqwQ6rsx8ILEa_k,gtqeti256,22.0,bl_b3Hpu5C5exxZMzHsomBUBKTNi5E_welGiKShn9OaPM5p4NMrfNQC08dvs8XuTAy-tFDDcr32d9w,1584956905000.0,,,60.0,819,I,250,210
85,NddjMrNbZrORA7kDVUMeaIxeXtjAaWoI0vMC78ZxSkHmr3uoc6e2u8_L,CVYdaArbu1dCvQqUf1CaAAHf4bhYQVzB1C_SIelRH936G74,내가강만식,22.0,poco5yhh5KP_xUNlWrB09MiXIfaCOw3xXNosTJ98fc3URrzkB8lOCyjD_6NCKkNc_KWvYyknOfrO6g,1585196617000.0,,,149.0,817,I,123,120
86,-sonWOGGbsPP2BjIVPbE8EZqDLqMN2L0xsJYZ8qFhd1hUt8,TBLJvtLNSqMr8IMakRt370xY96-PH9SWrhRUjbXwsMVhB4Y,HLE Haru,4498.0,i1myGn2TrsewnaZko3i2IFB1hNj8hF-WCC4sc277vkURBXDrXNntIwMZmJJt7wQDzFIDWAyKoVCcTQ,1585260787000.0,,,348.0,817,I,235,203
87,xwSzthHlww4W8yUJicc9ZHxIsrcBFAXb9Pg2-2xsddNtYqE,UB7c2xk2RuU3RynbBC5mc3NdH7sYR7ZJHz2MB8me9HGbzzs,QnQzaoran,8.0,DKuk7SmgQA00GmaM1sdO_xRC71tcRUl1LjNXgycoPaCdJcJ3mR3hxoW1vDHUhSn0Ax8maH4xb1yjfw,1584957139000.0,,,271.0,816,I,132,87
88,t0tp_dkBGa_HlI5hj6qiPnv-JH3oxFgX2sdDuPrOihhNUc0,ft1zEr4dairgw_cuTJKMhljv99kiwvn1zVLmsH_th-ARnWI,강정닭강정,7.0,X8QhDFrIDjoLgp4JsmibyQK2_yDQQN7J9lanmx-TFnmAjaOWcdlsTBWzzpxp8UZ03P5gwyBnvZvz-Q,1585136832000.0,,,282.0,812,I,177,150
89,4FvIXeb7gPDkGI75ehn2ZfQkgLMmTjXwMYRX8YDOXdMTOOZx-yvQLWgd,W1zssCwuHqQBtbhYLOdRwoaBSn3hkQ201ZNNAORpfQvOUb0,롤은상체겜이야,7.0,hUPsXglXUfDjmXTPuW0U_vZg2Q37Lgivxrt5_ERlNacRiUlt4Qj9vfbZ0yFia-hB-YK40Zy9K1w-4g,1584873267000.0,,,100.0,808,I,158,131
90,ZRgpnu8wx5ivFb0uROpTRIXxoaeuaR_4Mp0jJ14vrR79mVs,iIkBIGKUdsNkWVZ4naJKcnLCJDqSIzxtCKAMgHXP7NIFHlk,아라가키 유이,1160.0,SkXOLp8NrR2izH7noYLoJH_dgQT6_N7YEWUErKPXfLQSaQUwwLC6GyM28FOAvWv9Fm9EPhHUSlpIug,1585094614000.0,,,236.0,805,I,126,95
91,vsjLqSpvUPP1gY-LKiLFxcAzzrgkidxr5aJpCk_k6Sirwdk,S8lG4nU7tpq1zrBCBtM88-QBRGkVuJuM4wyIGwKS7hNbvr8,어나더 혜지 fan,4492.0,3AjxHpwfxOzzL1ks5MmYlBPMUvYM9DBIo49QABOwRVcGb2oGJt3yD5FeaJPPYhafMDpA6i7TPhcV8A,1585188580000.0,,,111.0,803,I,209,158
92,YfZF8fnA1MOJOX7tUQuyCA0OxHPdTLCUaDsWeYOvDDpWWAY,0XUIlEmleYEkriAmFhDPfCicDCz2YmGYJu0oVREsXzRbjcg,T1 Rebel,3790.0,6C_Vr6HrMyE5SkmVEk-m3sdmENX_q3vRksCKLEw0YQtrF3kZdQPF3cUiRA9XbiEC3wlEDJHCpXWK7g,1584881608000.0,,,355.0,802,I,154,123
93,rsowS5J7f-duyenu49aJMn7NfZDPmRn-oKj3uhLW50g8RL3cN42JjbPl,MMPXucQx8jbZuKeyb9wkzLG3Oy6RHUBOJMCbOs7d41VECbE,mogubaby,4154.0,OS8u-nlsRR-NRaE0QaPSV6s-gK55JXeIFBxzMAF7wZmHKvHjojevHNCTZCbg_uC5QD8Qpp-Un3mp4w,1585039034000.0,,,44.0,801,I,133,37
94,ZyxQUlIhLfdIALq-YmCaklMlnzprxe6eQKVab-YZY-hD,k01YrTVXNVKnE7GZjxfqhomsQxQNlD5ISf3VrWMiNFTXhw,엉덩국 갱승제로,1418.0,bgMdoQSBT6mmImGe0juYjP2WJ7TUCc9ChhnYVkGszXNQf6kCUUpd0H3VtRbHxGDrf3PUWlzAb53eyQ,1585196617000.0,,,186.0,800,I,107,113
95,TBRkf-hfcz3qKVgN8i651195GRd93_k4BWu773M-CTMIamw,pL6-dSMULV0J5oK5d6HMbF282XLzmCYe8tRI6CD-Rr84uCU,사랑해 김린아,4080.0,Y4F8N4d-YEgGbBsVUtm6HO3UwZmKbEpr84vP9rw7SBXSeGjyGcD-Ytoxd5VVMujXA7d4qIJWsUCXog,1585120674000.0,,,384.0,800,I,168,136
96,mpgZcTBf6DC_Jth2IzwlCtIson6Udj-EEbOA4GsFGwzxGVKFpou2ba--,WFlBnEzCy4MZ4WFhS09ti35V6n7iKs13w31sxnM789K3QBA,나만 사랑하는 너,4031.0,0eu4fstTmbGDU2zK27RipSC2GyeTp_otdDru5CKrNVk4VOOO9f5NNSydRgn10fa1-WSEDJHIoTDzJg,1584567100000.0,,,175.0,799,I,246,208
97,G61f14trrpaAYfbljg6mdLe37jvchXWQ72SH5ZteGJNM4i0,Lc5fIIX4sqg1gr93VKyMxHtUAyCjXyN59JwoX6U7CCSNsrc,으댜다,23.0,G1XRXzAKf1_BlSeebZxzRLM16lRp8AdjLcQsa2Cb-fKx7SE9TFKSTpZo_HFOncZNIxBtyAXUYPHswA,1585129885000.0,,,288.0,796,I,197,156
98,VRz4fQAyDf_vFle88u9ikVssnEnBwIiZTn-7yovCZDXa,igfPf_EchCxVh_HmWMnYjwRXn0dm_861VpQ6MSVLX2dZQA,Untara,4.0,Jr3rkLg-uXKSSP-NuWwDlUH4R9OnqaxVCs88qW2f-vl5zcOrWPV2B_9EviXLb0RfxzwaP-ooHjndKQ,1585134476000.0,,,176.0,792,I,213,184
99,M016KHsup8GynQ8zx3GkfCjh1q2bQgSA1rAzUOzPQr_CuyI,zI0MhrTDzoZlqsLVRHfFsozLQ9StyCoC2b8rocDA1HpQekQ,적산폐청,4270.0,nyddpQUXTv7-_Hbnpc6wIIDg-vhHBWkfEEy37V7piMtcz4_TZ8cEzOI9sw-FKumxvAwKJWml9ijPmw,1584854231000.0,,,125.0,791,I,71,38
100,87aHnNaldEHNsceV5aV1wyyeRYMMVgW-KXrvZhg8CzVK,xW13tDYWcJPfLJenTj_YWm_k4mASfpiD4j0vUJwXx3NM7Q,말라질꺼여,543.0,nr9ma4XKPDOrwz2L4KRbVonR8lki6GPPrBkYpCNkDYRyT9ujvZW5t2HrtcTgKMz5ad_ewodRN-0gIQ,1584857123000.0,,,348.0,791,I,246,225
101,qdUQxmMv7qKorfyNnQCp9QPsiZ75H8bMduSNmnusraxilvU,nKyMMWfuiyuKfd5Dbgu1wMVcDNqq29crSfg0EeEBSP64jfw,아이러니,1114.0,NDPICEkxODaeYhhVgfoz-XGfecAAuquZe9EzZ47LSDby7U6qRVgFhB0zh-K0lmPoR_tJzzstes0UCw,1585053722000.0,,,175.0,790,I,142,110
102,FErRfEGZAfPHUhtan2yi6tQ41WR8OSLuw69hAQ2nC24UBE8,l5sCos_kXivpHuHkxrcB1pWhjaPx7xFy-OT8geQp79v7RJg,DWG Ghost,3804.0,wcavZkM0byIqbL-S1Bm320jtr-WkhBF_9U7OTfnvQ0AjVNO5yREUKxJpnzbbQWnddW2v4a0tHMkspA,1585188155000.0,,,273.0,789,I,213,180
103,mRHYh0eHLlzin_tMAhQuBpRyvs87JU8fwAnRIXmX2Erii91t9TW98KMH,2NUrEYZ_r85O30z1yhHJxcC1JSjQMdv_oVaMFSgm9CtiZs0,gapggg,22.0,f462NuusITgYw3T0_fbhs4rTJAcxYGmKc5HAnc92xuVwyNUplrkEz84xW4jOpqQ_cHTRLMNwGK6FWQ,1585101674000.0,,,57.0,788,I,228,178
104,S4RJstMFeWjG025Au5uNNA_kRPfaHrW5FOSpFVjNM3_8Uks,W261rhV6tpMIJC6I9UvBjlCrrOKZapZbRniplKZRmmrAxkU,코 태,4492.0,XllxExb629eXwYU8KK1BsFPGk7UdEgcWaQH5NlbIbcDAEHM9VtYmSIfNf3gUKwqvgg9kkYnU79k_hQ,1585251253000.0,,,242.0,784,I,85,96
105,kWvZcs0hfQkGfoRODcTU07wFNq06N4KBCpcp7axeUF_Iggs,jOkLSou1VdrcCIU9gaPE7YE54RtRJPd2YxAgxtTRjG_MBUc,내목숨은아이어에,937.0,f_nytSVBl9aL0Q_7nbpAcBipxbK2dnDiS9zrvn8pASTl6vVXkFCXHxQQI7QhxHs1zf17ImXbSvLbdA,1581994516000.0,,,351.0,784,I,291,255
106,tdPV9B3PVFP8G6gnAIJ2lCdZSXjgWgxOZFabXNxcdh00RVyPlipuiUAI,wojZI52wk3Uc7-Vqq9jpeRxo7jtb26MwQC7p_H0Db4_rQ2w,몰래키운아이디,6.0,PQVu5jXCI_vYT-4nLHeaCLzx3yiapoW8sWPBOXNHMo_5B9cRgXw7AGpZcKl-A2HpMCE4flfUqwLBYg,1584935581000.0,,,73.0,784,I,83,48
107,poOMoQHoEoTzQz46BuOL4CaAO_G_VNLYYqZdyGeCigCWisw,fsVX4BExsamxN5dBOeVeBnGSeTOzCuZjDdyCURa0MemoR0o,Clever7,7.0,dVGYXkWF0ahJMBdf9RT2kB1JIA2HF4Tn0Fu7nG6enzKujniktuR-IClTlk8b8rB12AvRNh5_SisMJA,1585202554000.0,,,292.0,782,I,100,114
108,SFLpkmF1KsDp5P9FYrbowL7VIC_x60qTD3FlQujXB0eR,3dHNcQGA1Jan8_tgDPSkgQzLwp4EMMU87TMOAXB69MDt9A,어니우기 Youtube,1298.0,FUD0gkL3PCbuXg4pmZ7FZ3diKjGZ5d33hANhO_vf0eIzLf_7S8m8c5zYcQaoEV1kfTgXMBxrWbG8zA,1585200557000.0,,,159.0,776,I,179,146
109,2Ke2yG1NShUJWiEoWufWfly6gQhZ7OL-4Mn_QUHh3Oa4gxL7GgfLVX0U,PlAO9p30v7BbL4-opovHqcKbE6S9meRaZXXJD4r_0-xvJGc,바위게 두마리,4154.0,hFiimVa7E8UmwStALTmQrq4D9HoVD7_difN5vk_f0TQ51A08-YqAgT0_WSYJ08ZVyRdHmQi0THi7Vw,1584969558000.0,,,231.0,774,I,237,215
110,oPbIzt3MloWrRa1HqCsQI068nl2lx3sg5qCvGHGZ35U,KNjEDt02b5WdUbB8R1SWSrfayme9x5rfCj44pbdle0QLmQ,O구거,516.0,p7UMPhF2RdHDc78YhGJYU_aWMcZZ6tRcBleDq4EQDxxglrXE3g-KrMX6UjMdH4C6_VlTOPo1DBd3UA,1584618630000.0,,,284.0,772,I,214,182
111,akXrUAXAjQjcWlTgfZhZyx2mHwcxQIUKsbFtB2f7kL4Z0gA,7QZo8LRI_Vx0DUvn2BOP59PC395EQkWJ2_39UJoPydHdFSY,xXx Winter,3591.0,u5mrJlp7Zc3eXhDmgFxzNYOqss6kvzKjSbZWmHvMlaHMYdwLTJT5k68stDTOSypqcGzFUqYXWA1Qew,1585302684000.0,,,208.0,766,I,189,158
112,k1clnQm6WYzfh-3jDA5W70Cv3vtLS_oZGKvTNm6m397p,19AN8s02uA7CzGI-2RvMuFqCHPxwjaYvzTd3pH75VZ8D_Q,역시폭군,3231.0,yZjmDRb0ErXKBLD-h_moUXnQK71d8_K-89poiIO11NB33g9SWz_WxAEN5FZSXqGG77m4NHcQRFm7uQ,1584784363000.0,,,172.0,763,I,194,190
113,QjRztOCIewdDCAjlqmu6HDYuGvnCY5Vl7Ct2mQvhHIepor-b30TX4Olg,SpkvrF2aUJpVOYcH_ATsEVXIOtRLR0M57WEnFzsJgCIxSss,아라드,939.0,QTY8aItqk-aA1WgtmssozodqODxSoKwFLxUCnt4wZZx-VOgnRo93XdQL_uFoeOjbWJCYr6GHq7Rlpw,1584774333000.0,,,88.0,760,I,202,162
114,xDROqRJ6FpCiQWZEzXaefq0jAeELFsnHL1m-YreoaH9laY0,6HguXhFvLez5ziXh9rnwcysdzw9V86zpcdxMlkHOmT5SlEM,HLE Mireu,4405.0,06NMVzWRL0HVA5UkgcJMjXs1JcvvTtPHGQdEOfHHWIz7Hcy3N6QQriUJUM2EXQRPCS-0wml-7Rxjcg,1585177197000.0,,,388.0,758,I,238,205
115,BI4JFspA58cC-NDcBadXQnlCBq6PDJuw6JoCun9gOqIujHieqY4TIH8Y,UkPL0mrOQ7a2ovxE6mkizMFuhneVXBHabHHlW-LTyy2EvVA,clrflni,3837.0,PLYFZ8u0Tcwpi9sjA92HOlUpOFYI5YfSqaEY_pK4LhcT5SKh-_2oEfpuVpdy2b_V6E6Ti3msMXv5zg,1585221973000.0,,,58.0,758,I,218,164
116,PgqKIwzRH-dQEb-MAnBUdfYPklY8J_uP47uuMW2D14sezwo,9HuaR6YioDiBA2JS48wZGbDIB2trA-6tYPjI595XvxPWP6U,김마베,4027.0,aaVZTTZHlJwxdHcfBUY1i5T2TKf12Snylzjn8u1cCYIyycredz2SsoVAaYY6nVcg7QtHtrGVqi9oyA,1584879664000.0,,,441.0,756,I,401,364
117,4zlRQQN8YiFOYfzLO2tSwoSsdlPXobBXkZbCjdOLN8FHkkM,1O8OHPdbePHdorOt5p-3G1jwd5IRy9sbXJbZN88LeU66Tzo,SANDBOX Lonely,3838.0,zwUhdFbnprTuInadYjV0svDdWdD5NiSSY8EQdeIEEoTgtPfphK_QiFLc5HwHBFMklMHWeUDWUnnL6g,1584822888000.0,,,274.0,754,I,207,176
118,Th_sjVNl1rtEgjQigg1rxa8oSn73gXEBBE2YSn6yDu-wGThEPtkzzMsH,i7sH-0JfI9GJJG7w5YQHlPkHA4JZgOUJtAQZhXQSJtRMjsA,제발 이기세요,4491.0,1MD1F_Oh8pTjglCAQYDhsKXOvmAJ0KevPwazfZWBabUTQqi2CP4YZNw50pGrtZBlL721akDx17T9uQ,1585086833000.0,,,64.0,753,I,125,113
119,hYowxv5IRcwhED-Cs6qo-z4IXUUSX_vqafgtKOQEdqTioWM,kNvsYhfd0GZi23VV3cbp0McmLxJRdepNuhVXJQFFKut6AzM,T1 Closer,3864.0,DSxi8lmH6mx6-WUmTbcdhgmRcQOmI6UVVhPlNdA94mociyz7sx2tlXRGsia1MZuv-BJwdpR_1309pg,1584841618000.0,,,238.0,753,I,219,195
120,hbRK1Ja42eWSOMfd3W0ccJ7l56Qca5lA8Mbx9EwLSqCOWAc,22A3upYjh_GHB-Lruvi-Ar-QkPRqIIBJtiisfGV09HzebNw,0rangeflower,3478.0,xB110MXopKxSoeEAEV3jsxG5pm_MD4rEuPw7RiaZ9NK6pAauz_uruRMOVGxkR7sYiA6HyfrFGuXdKA,1584618853000.0,,,331.0,752,I,247,219
121,DotaUIWsBXIuo0gdcYWikps5-nvtz6M0qq_MiLvQKU9n85U-Nojyr6z3,aTYFTWJnhaPUKlXVpFBL6GIFzd7mKKxLgEQPMJjpkPmF3Fs,whscqngsnmyyssgb,7.0,hgm7cZP9P_t5Xkk1lpV0TwiH1xLZtcyD0KBO9MlCi21U-VOSQmq2rZt0Yq3_Ts5VjHevUzaRjRwKGw,1585283331000.0,,,69.0,749,I,326,271
122,Dwzl_q7ZlxpBYd-3m4i6wOeI0aWOyIohxMXeyRekEYJgO--snYGo7jMC,qCjCM2JhoLWJZBvkmb6M3P76e-hjpMJNhiO8AY69KwjsL1Q,8fenzhong5ji,4285.0,vbNTJ0F0qBr0IWw0cnYsTfrWlbR5rzU3XmnHD9pfaVQGZX7huv-cC-2D5A5--GvG4e-L8jW4sIrumQ,1585044893000.0,,,159.0,749,I,138,106
123,SFhyPZQFvBgT819H3v5wj6v0wctdBNUOmYKWBnaTghwKWRU,PwKsv6pt2ODcmQ0AgY1DB9MqmmoUuDOnJJXgKM016xVhdpA,FA Dalka,4379.0,F5invglWN0IrGpMkQLAAIHvZMd7rcQVG5G-xSzjUDSvsVsF7Yf7OPMyDb7bbsmHK2NH6M3oCD0A8Iw,1585198624000.0,,,102.0,747,I,103,101
124,Hy90NfhevigBbk1y5861VJ3dlK_HA-H9pJK75c9LJkdAllU,Oz_cTkDC01EiEHworn0Ao5UFeoe_aFFnKHxN0XqaM3lmpdg,만화갤러리은다솜,19.0,VJor2DoDNFgHt9QcsvsuZ4SoqFl_wv67QnxpH0f8wS64NZw-8NN63GMMJUsnxOg9igsKqD3dnEHH8w,1585122631000.0,,,149.0,745,I,73,72
125,rWhEK4EnDkEwqeVdfjYicNazisxEWQUDGQsU6ZFcBG_dNzHQNGoi3FeX,zxTwCCLV13RoA6S465nqHzYPpJbEuU4nhqK9XMfkt7q3zgs,Lovecutegirl,3836.0,f8VCyuUKgETSWFDX5fd9mkH8_PkqTJXkmCtF8eaZ7fn9OY2Ow_600WGe2XNGX4PsNHiNcGy8heT0Jw,1584790056000.0,,,52.0,745,I,170,126
126,iPiTIn8zbY3RzZgW-tp3PF5H9GJNDIdVTy0ap1weT6oO,mIs-FV9jkiPsjNQHf2IZu-rKOBeWt4shycEqRWLooG1XCw,Axiyo,564.0,1B4YluRyoIsFDdwF4ovQ9CvLmTofDKHnzLzYsZkSJXJPY5PE5nWbQw-vaGHVF-FxK0IfSoeN1w7_gg,1584939132000.0,,,126.0,744,I,92,101
127,ST4I323iLmSpFw5L6XosnzGqwCZhXUXENcdUURRTug1HwNQ,7dGjG4GgbBVl6_Go0lZ8YbzFmMGxzHDmHmBtods4x3pnLTA,한 줌의 재가되어,939.0,3TehaST9LhqmUKjOwDilCUfaeUQaObv69C1MXNuOleTALMXVOx1nLHQRZfQnDpzWmbFqxtDNpvHJOw,1584349852000.0,,,287.0,743,I,125,80
